Date,Open,High,Low,Close,Adj Close,Volume
2017-12-15,1231434.000000,1991905.125000,1215914.000000,1332200.750000,1332200.750000,299505370
2017-12-16,1447551.750000,1727176.250000,1324105.250000,1727176.250000,1727176.250000,462226900
2017-12-17,1641769.750000,1641769.750000,1179821.875000,1432443.750000,1432443.750000,173927314
2017-12-18,1290914.875000,1358218.875000,1209600.000000,1324387.500000,1324387.500000,189387409
2017-12-19,1189638.750000,1383087.750000,1172387.250000,1254611.375000,1254611.375000,546358163
2017-12-20,1205443.250000,1275769.500000,1079069.500000,1159607.875000,1159607.875000,400412600
2017-12-21,1110239.000000,1265513.125000,1078702.500000,1082614.875000,1082614.875000,197468961
2017-12-22,1153080.125000,1153080.125000,883653.062500,994208.937500,994208.937500,1044217618
2017-12-23,989434.937500,1373978.375000,984996.750000,1078711.875000,1078711.875000,258351483
2017-12-24,1067903.250000,1137876.500000,906861.000000,1024301.250000,1024301.250000,242667206
2017-12-25,956945.812500,1164980.750000,933173.187500,1053232.500000,1053232.500000,143208021
2017-12-26,1148232.125000,1271353.250000,1041954.937500,1160458.125000,1160458.125000,169983911
2017-12-27,1158723.500000,1271735.500000,1062448.750000,1094749.500000,1094749.500000,244939246
2017-12-28,1132948.125000,1207675.500000,944518.500000,1162190.500000,1162190.500000,251521276
2017-12-29,1135513.500000,1281633.750000,965740.000000,1167942.250000,1167942.250000,313078612
2017-12-30,1081668.000000,1149082.625000,961809.812500,1039522.875000,1039522.875000,174431935
2017-12-31,1079583.375000,1149237.000000,1036717.375000,1112624.500000,1112624.500000,64576726
2018-01-01,1024787.312500,1142809.125000,963940.875000,1019095.625000,1019095.625000,74179970
2018-01-02,984666.687500,1254559.000000,984666.687500,1068952.375000,1068952.375000,231086116
2018-01-03,997315.062500,1163821.125000,924801.000000,1021431.125000,1021431.125000,139527490
2018-01-04,1034218.687500,1279587.875000,987786.062500,1054768.500000,1054768.500000,103620451
2018-01-05,1289631.750000,1383752.875000,1152629.250000,1364353.750000,1364353.750000,41858373
2018-01-06,1320917.875000,1320917.875000,1030557.500000,1221642.250000,1221642.250000,83047242
2018-01-07,1039436.062500,1141271.750000,956495.062500,1141271.750000,1141271.750000,17815252
2018-01-08,1039667.875000,1178278.375000,845137.375000,915256.062500,915256.062500,89768314
2018-01-09,775194.125000,1153862.750000,730542.687500,1047395.062500,1047395.062500,74689741
2018-01-10,1119532.250000,1205556.125000,849259.875000,1171035.375000,1171035.375000,73470757
2018-01-11,1152652.000000,1155294.000000,784559.687500,973032.937500,973032.937500,38833745
2018-01-12,914617.562500,1036607.000000,740706.937500,860652.937500,860652.937500,21576569
2018-01-13,805684.250000,1093387.500000,740631.625000,1010399.687500,1010399.687500,15509634
2018-01-14,987749.375000,1046882.437500,897613.312500,944608.562500,944608.562500,10258448
2018-01-15,1001115.562500,1045737.625000,973016.187500,977589.625000,977589.625000,12698889
2018-01-16,997822.000000,1072468.625000,701229.437500,701229.437500,701229.437500,74218121
2018-01-17,706399.750000,949220.562500,592422.750000,724695.750000,724695.750000,121814103
2018-01-18,877833.125000,947849.562500,690807.437500,836118.500000,836118.500000,26571844
2018-01-19,839901.812500,953474.812500,739283.062500,833820.375000,833820.375000,5005423
2018-01-20,845899.187500,998213.562500,697203.125000,998213.562500,998213.562500,11679098
2018-01-21,988312.437500,1104561.000000,575042.000000,796194.750000,796194.750000,38663215
2018-01-22,728614.125000,918832.250000,593648.750000,883754.000000,883754.000000,41598300
2018-01-23,897626.375000,897626.375000,630035.250000,853927.562500,853927.562500,10400837
2018-01-24,831414.937500,864821.812500,672114.375000,864821.812500,864821.812500,1010111
2018-01-25,777872.500000,876919.937500,645287.750000,807724.062500,807724.062500,11518145
2018-01-26,744601.625000,815758.500000,696594.750000,785762.437500,785762.437500,6157234
2018-01-27,764927.812500,829350.625000,718859.000000,798713.312500,798713.312500,9097344
2018-01-28,738569.250000,849161.250000,605787.312500,763438.625000,763438.625000,48081366
2018-01-29,768498.250000,829242.750000,602925.187500,710345.125000,710345.125000,58212785
2018-01-30,700991.687500,769553.125000,548002.625000,652832.437500,652832.437500,36819750
2018-01-31,552555.187500,738439.937500,457276.781250,696911.500000,696911.500000,112669680
2018-02-01,477081.593750,681161.500000,310104.875000,389158.343750,389158.343750,41449255
2018-02-02,423620.125000,670695.812500,327422.875000,670695.812500,670695.812500,61764375
2018-02-03,660522.125000,710613.687500,379377.718750,677208.000000,677208.000000,12921128
2018-02-04,707356.937500,732324.187500,511275.750000,680000.687500,680000.687500,2908362
2018-02-05,681992.375000,681992.375000,347791.093750,353244.375000,353244.375000,11501636
2018-02-06,348762.093750,479307.468750,166703.781250,445848.562500,445848.562500,96526215
2018-02-07,458400.000000,645667.625000,282383.750000,409725.687500,409725.687500,14270745
2018-02-08,412164.531250,611546.062500,366171.218750,463968.687500,463968.687500,5516587
2018-02-09,523174.937500,582186.500000,297738.187500,317286.562500,317286.562500,8925270
2018-02-10,420152.500000,614260.250000,292623.531250,292623.531250,292623.531250,9340543
2018-02-11,290873.062500,434347.437500,248283.406250,319079.968750,319079.968750,15695544
2018-02-12,328681.187500,633853.937500,324412.062500,381712.281250,381712.281250,19734524
2018-02-13,377252.156250,593114.562500,354020.718750,593114.562500,593114.562500,5919283
2018-02-14,600711.062500,615601.375000,309295.812500,406674.218750,406674.218750,14050594
2018-02-15,428827.687500,699590.750000,359120.312500,379650.093750,379650.093750,23086521
2018-02-16,379299.843750,638323.875000,347815.968750,443921.468750,443921.468750,42292399
2018-02-17,464743.843750,787222.437500,422521.187500,660989.437500,660989.437500,46705513
2018-02-18,662151.125000,772281.500000,624980.125000,628415.625000,628415.625000,11261208
2018-02-19,654324.000000,742015.750000,590371.187500,699284.000000,699284.000000,18335227
2018-02-20,744603.312500,800535.875000,670943.562500,670943.562500,670943.562500,21919725
2018-02-21,659320.875000,745594.750000,578195.750000,661515.000000,661515.000000,28286381
2018-02-22,649323.625000,750271.937500,638565.687500,645998.000000,645998.000000,16556928
2018-02-23,625958.875000,802366.875000,625958.875000,802366.875000,802366.875000,41410155
2018-02-24,786143.812500,786143.812500,621049.312500,629273.250000,629273.250000,9520904
2018-02-25,616287.375000,696656.250000,616287.375000,625981.062500,625981.062500,4898301
2018-02-26,653460.500000,730558.312500,631634.250000,730558.312500,730558.312500,12404880
2018-02-27,747148.000000,747960.750000,668983.625000,742875.312500,742875.312500,11670571
2018-02-28,739820.750000,739820.750000,649290.000000,668152.562500,668152.562500,14265056
2018-03-01,691325.437500,749232.875000,642045.625000,749232.875000,749232.875000,5816294
2018-03-02,770161.125000,826463.875000,700941.562500,709425.750000,709425.750000,2578762
2018-03-03,738067.187500,802243.937500,738067.187500,791739.000000,791739.000000,2491602
2018-03-04,721912.000000,784057.937500,696481.500000,765234.875000,765234.875000,1324621
2018-03-05,696462.000000,799561.187500,696462.000000,792587.125000,792587.125000,1972749
2018-03-06,765778.875000,771498.625000,686626.750000,691874.375000,691874.375000,2750200
2018-03-07,693450.375000,766590.000000,646878.937500,646878.937500,646878.937500,2637972
2018-03-08,693359.812500,774138.937500,666446.562500,767408.125000,767408.125000,3289878
2018-03-09,680909.312500,746895.000000,550590.750000,610214.250000,610214.250000,1948414
2018-03-10,611594.875000,747425.250000,611594.875000,742189.062500,742189.062500,1858441
2018-03-11,560276.187500,733063.937500,560276.187500,719064.625000,719064.625000,346732
2018-03-12,718857.625000,727705.000000,595030.812500,727705.000000,727705.000000,1870929
2018-03-13,641809.812500,698891.500000,618234.562500,686952.500000,686952.500000,2709340
2018-03-14,696908.250000,704818.375000,577945.312500,677710.000000,677710.000000,2092768
2018-03-15,684275.000000,736279.875000,583305.687500,626949.687500,626949.687500,1018166
