Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,429.9100036621094,429.9100036621094,429.9100036621094,429.9100036621094,0.0,429.9100036621094
2010-01-04,444.82000732421875,444.82000732421875,444.82000732421875,444.82000732421875,0.0,444.82000732421875
2010-01-05,449.4200134277344,449.4200134277344,449.4200134277344,449.4200134277344,0.0,449.4200134277344
2010-01-06,460.5299987792969,460.5299987792969,460.5299987792969,460.5299987792969,0.0,460.5299987792969
2010-01-07,456.9200134277344,456.9200134277344,456.9200134277344,456.9200134277344,0.0,456.9200134277344
2010-01-08,462.6000061035156,462.6000061035156,462.6000061035156,462.6000061035156,0.0,462.6000061035156
2010-01-11,465.32000732421875,465.32000732421875,465.32000732421875,465.32000732421875,0.0,465.32000732421875
2010-01-12,0.08840999752283096,0.08038000017404556,0.08038000017404556,0.08840999752283096,4977.0,0.08840999752283096
2010-01-13,452.29998779296875,452.29998779296875,452.29998779296875,452.29998779296875,0.0,452.29998779296875
2010-01-14,448.8399963378906,448.8399963378906,448.8399963378906,448.8399963378906,0.0,448.8399963378906
2010-01-15,438.7200012207031,438.7200012207031,438.7200012207031,438.7200012207031,0.0,438.7200012207031
2010-01-19,442.8599853515625,442.8599853515625,442.8599853515625,442.8599853515625,0.0,442.8599853515625
2010-01-20,422.42999267578125,422.42999267578125,422.42999267578125,422.42999267578125,0.0,422.42999267578125
2010-01-21,403.67999267578125,403.67999267578125,403.67999267578125,403.67999267578125,0.0,403.67999267578125
2010-01-22,408.29998779296875,408.29998779296875,408.29998779296875,408.29998779296875,0.0,408.29998779296875
2010-01-25,398.0400085449219,398.0400085449219,398.0400085449219,398.0400085449219,0.0,398.0400085449219
2010-01-26,396.75,396.75,396.75,396.75,0.0,396.75
2010-01-27,392.489990234375,392.489990234375,392.489990234375,392.489990234375,0.0,392.489990234375
2010-01-28,389.6400146484375,389.6400146484375,389.6400146484375,389.6400146484375,0.0,389.6400146484375
2010-01-29,0.06671000272035599,0.06671000272035599,0.06671000272035599,0.06671000272035599,0.0,0.06671000272035599
2010-02-01,0.06671000272035599,0.06671000272035599,0.06671000272035599,0.06671000272035599,0.0,0.06671000272035599
2010-02-02,0.06711000204086304,0.06711000204086304,0.06711000204086304,0.06711000204086304,0.0,0.06711000204086304
2010-02-03,0.06711000204086304,0.06711000204086304,0.06711000204086304,0.06711000204086304,0.0,0.06711000204086304
2010-02-04,0.07514999806880951,0.07514999806880951,0.07514999806880951,0.07514999806880951,0.0,0.07514999806880951
2010-02-05,0.06831999868154526,0.06831999868154526,0.06831999868154526,0.06831999868154526,0.0,0.06831999868154526
2010-02-08,0.07795999944210052,0.07795999944210052,0.07795999944210052,0.07795999944210052,0.0,0.07795999944210052
2010-02-09,0.07636000216007233,0.07636000216007233,0.07636000216007233,0.07636000216007233,0.0,0.07636000216007233
2010-02-10,0.07676000148057938,0.07676000148057938,0.07676000148057938,0.07676000148057938,0.0,0.07676000148057938
