Date,High,Low,Open,Close,Volume,Adj Close
1962-01-02,7.7133331298828125,7.62666654586792,7.7133331298828125,7.62666654586792,387200.0,1.9942162036895752
1962-01-03,7.693333148956299,7.62666654586792,7.62666654586792,7.693333148956299,288000.0,2.0116488933563232
1962-01-04,7.693333148956299,7.613333225250244,7.693333148956299,7.616666793823242,256000.0,1.9916009902954102
1962-01-05,7.606666564941406,7.453333377838135,7.606666564941406,7.4666666984558105,363200.0,1.9523791074752808
1962-01-08,7.460000038146973,7.266666889190674,7.460000038146973,7.326666831970215,544000.0,1.9157721996307373
1962-01-09,7.506666660308838,7.360000133514404,7.360000133514404,7.413333415985107,491200.0,1.938433051109314
1962-01-10,7.460000038146973,7.426666736602783,7.426666736602783,7.426666736602783,299200.0,1.941920280456543
1962-01-11,7.506666660308838,7.446666717529297,7.446666717529297,7.506666660308838,315200.0,1.9628390073776245
1962-01-12,7.573333263397217,7.519999980926514,7.519999980926514,7.519999980926514,435200.0,1.9663254022598267
1962-01-15,7.570000171661377,7.546666622161865,7.546666622161865,7.553333282470703,251200.0,1.9750421047210693
1962-01-16,7.546666622161865,7.473333358764648,7.546666622161865,7.473333358764648,251200.0,1.954122543334961
1962-01-17,7.440000057220459,7.333333492279053,7.440000057220459,7.353333473205566,419200.0,1.9227453470230103
1962-01-18,7.446666717529297,7.37333345413208,7.37333345413208,7.37333345413208,371200.0,1.9279741048812866
1962-01-19,7.393333435058594,7.293333530426025,7.37333345413208,7.380000114440918,400000.0,1.9297181367874146
1962-01-22,7.453333377838135,7.360000133514404,7.380000114440918,7.366666793823242,275200.0,1.9262319803237915
1962-01-23,7.37333345413208,7.28000020980835,7.363333225250244,7.293333530426025,371200.0,1.9070547819137573
1962-01-24,7.333333492279053,7.256666660308838,7.293333530426025,7.333333492279053,408000.0,1.9175163507461548
1962-01-25,7.393333435058594,7.239999771118164,7.333333492279053,7.253333568572998,315200.0,1.8965977430343628
1962-01-26,7.28000020980835,7.2133331298828125,7.253333568572998,7.2166666984558105,243200.0,1.8870102167129517
1962-01-29,7.266666889190674,7.0933332443237305,7.2166666984558105,7.0933332443237305,579200.0,1.8547605276107788
1962-01-30,7.133333206176758,7.003333568572998,7.0933332443237305,7.003333568572998,736000.0,1.831228256225586
1962-01-31,7.226666450500488,7.073333263397217,7.073333263397217,7.226666450500488,760000.0,1.8896249532699585
1962-02-01,7.413333415985107,7.300000190734863,7.300000190734863,7.393333435058594,640000.0,1.9332040548324585
1962-02-02,7.440000057220459,7.360000133514404,7.393333435058594,7.440000057220459,507200.0,1.9454072713851929
1962-02-05,7.440000057220459,7.306666851043701,7.440000057220459,7.3466668128967285,312000.0,1.921002984046936
1962-02-06,7.360000133514404,7.320000171661377,7.3466668128967285,7.353333473205566,256000.0,1.923006534576416
1962-02-07,7.400000095367432,7.360000133514404,7.360000133514404,7.360000133514404,251200.0,1.9247511625289917
1962-02-08,7.400000095367432,7.360000133514404,7.360000133514404,7.366666793823242,16000.0,1.9264940023422241
1962-02-09,7.420000076293945,7.333333492279053,7.366666793823242,7.420000076293945,432000.0,1.940441608428955
1962-02-12,7.480000019073486,7.413333415985107,7.420000076293945,7.426666736602783,280000.0,1.942184329032898
1962-02-13,7.433333396911621,7.306666851043701,7.426666736602783,7.306666851043701,256000.0,1.9108022451400757
1962-02-14,7.333333492279053,7.28000020980835,7.306666851043701,7.293333530426025,208000.0,1.9073158502578735
1962-02-15,7.293333530426025,7.260000228881836,7.293333530426025,7.266666889190674,227200.0,1.900342583656311
1962-02-16,7.293333530426025,7.260000228881836,7.266666889190674,7.260000228881836,219200.0,1.8985986709594727
1962-02-19,7.293333530426025,7.173333168029785,7.260000228881836,7.186666488647461,280000.0,1.8794201612472534
1962-02-20,7.226666450500488,7.190000057220459,7.190000057220459,7.190000057220459,288000.0,1.880292534828186
1962-02-21,7.239999771118164,7.136666774749756,7.190000057220459,7.136666774749756,363200.0,1.8663450479507446
1962-02-23,7.173333168029785,7.146666526794434,7.146666526794434,7.159999847412109,288000.0,1.8724486827850342
1962-02-26,7.166666507720947,7.119999885559082,7.159999847412109,7.133333206176758,299200.0,1.8654735088348389
1962-02-27,7.193333148956299,7.0933332443237305,7.133333206176758,7.146666526794434,347200.0,1.8689600229263306
1962-02-28,7.159999847412109,7.106666564941406,7.146666526794434,7.159999847412109,267200.0,1.8724486827850342
1962-03-01,7.246666431427002,7.186666488647461,7.186666488647461,7.246666431427002,280000.0,1.8951122760772705
1962-03-02,7.3466668128967285,7.306666851043701,7.306666851043701,7.306666851043701,243200.0,1.9108022451400757
1962-03-05,7.306666851043701,7.253333568572998,7.306666851043701,7.28000020980835,360000.0,1.9038289785385132
1962-03-06,7.313333511352539,7.266666889190674,7.28000020980835,7.2866668701171875,184000.0,1.9055728912353516
1962-03-07,7.309999942779541,7.266666889190674,7.2866668701171875,7.309999942779541,123200.0,1.91167414188385
1962-03-08,7.326666831970215,7.266666889190674,7.309999942779541,7.326666831970215,184000.0,1.9160324335098267
1962-03-09,7.37333345413208,7.333333492279053,7.333333492279053,7.37333345413208,288000.0,1.928237795829773
1962-03-12,7.393333435058594,7.3466668128967285,7.37333345413208,7.366666793823242,280000.0,1.9264940023422241
1962-03-13,7.366666793823242,7.333333492279053,7.366666793823242,7.360000133514404,123200.0,1.9247511625289917
1962-03-14,7.380000114440918,7.333333492279053,7.360000133514404,7.3466668128967285,195200.0,1.9212639331817627
1962-03-15,7.386666774749756,7.333333492279053,7.3466668128967285,7.333333492279053,243200.0,1.9177767038345337
1962-03-16,7.366666793823242,7.333333492279053,7.333333492279053,7.366666793823242,160000.0,1.9264940023422241
1962-03-19,7.413333415985107,7.380000114440918,7.380000114440918,7.386666774749756,371200.0,1.9317247867584229
1962-03-20,7.37333345413208,7.340000152587891,7.37333345413208,7.340000152587891,160000.0,1.9195209741592407
1962-03-21,7.360000133514404,7.320000171661377,7.340000152587891,7.3466668128967285,256000.0,1.9212639331817627
1962-03-22,7.320000171661377,7.266666889190674,7.320000171661377,7.266666889190674,240000.0,1.900342583656311
1962-03-23,7.306666851043701,7.273333549499512,7.273333549499512,7.293333530426025,184000.0,1.9073158502578735
1962-03-26,7.320000171661377,7.28000020980835,7.293333530426025,7.289999961853027,131200.0,1.9064446687698364
1962-03-27,7.273333549499512,7.146666526794434,7.273333549499512,7.1533331871032715,347200.0,1.8707040548324585
1962-03-28,7.2133331298828125,7.159999847412109,7.159999847412109,7.193333148956299,328000.0,1.8811641931533813
1962-03-29,7.226666450500488,7.173333168029785,7.193333148956299,7.173333168029785,227200.0,1.8759349584579468
1962-03-30,7.159999847412109,7.070000171661377,7.159999847412109,7.103333473205566,435200.0,1.8576277494430542
1962-04-02,7.099999904632568,7.006666660308838,7.099999904632568,7.006666660308838,371200.0,1.832349419593811
1962-04-03,7.0,6.760000228881836,7.0,6.833333492279053,912000.0,1.7870185375213623
1962-04-04,6.893333435058594,6.803333282470703,6.833333492279053,6.803333282470703,648000.0,1.7791746854782104
1962-04-05,6.946666717529297,6.840000152587891,6.840000152587891,6.946666717529297,912000.0,1.8166581392288208
1962-04-06,7.0,6.893333435058594,6.946666717529297,6.940000057220459,432000.0,1.8149135112762451
1962-04-09,6.980000019073486,6.893333435058594,6.940000057220459,6.946666717529297,16000.0,1.8166581392288208
1962-04-10,6.973333358764648,6.9066667556762695,6.946666717529297,6.973333358764648,256000.0,1.8236312866210938
1962-04-11,7.026666641235352,6.880000114440918,6.973333358764648,6.880000114440918,528000.0,1.7992233037948608
1962-04-12,6.893333435058594,6.806666851043701,6.880000114440918,6.806666851043701,400000.0,1.7800474166870117
1962-04-13,6.9066667556762695,6.800000190734863,6.806666851043701,6.9066667556762695,627200.0,1.8061962127685547
